Codice Analisi,Descrizione,Colore provetta,Synlab si/no,U.M.,METODO,Regola,,Importo
1146,ANTICORPI ANTI ADRENOCORTICOIDI (SYNLAB),GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 33,75"
13214,ANTICORPI ANTI AMEBA (AMEBIASI) (SYNLAB),GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 41,17"
1244,ANTICORPI ANTI ANTIGENI ONCONEURONALI,GIALLA,SÍ,manca sul portale,IMMUNODOT,Area 'SPECIALISTICA',,"€ 111,38"
582,ANTICORPI ANTI ASCARIS IgG (SYNLAB),GIALLA,SÍ,U/mL,EIA,Area 'SPECIALISTICA GRUPPO',,"€ 18,35"
1610,ANTICORPI ANTI BARTONELLA HENSELAE IgG,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 32,66"
1611,ANTICORPI ANTI BARTONELLA HENSELAE IgM,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 48,60"
385,ANTICORPI ANTI BARTONELLA QUINTANA IgG,GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 13,76"
386,"(SYNLAB)
ANTICORPI ANTI BARTONELLA QUINTANA IgM",GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 13,76"
1224,ANTICORPI ANTI BETA 2 GLICOPROTEINA 1 IgA,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 19,12"
1520,ANTICORPI ANTI BETA 2 GLICOPROTEINA IgG,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 19,12"
1521,ANTICORPI ANTI BETA 2 GLICOPROTEINA IgM,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 19,12"
1460,ANTICORPI ANTI BORRELIA BURGDORFERI IgG,GIALLA,SÍ,kUA/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 11,79"
14601,ANTICORPI ANTI BORRELIA BURGDORFERI IgG su LIQUOR,LIQUOR CONG.,SÍ,kUA/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 11,79"
1461,ANTICORPI ANTI BORRELIA BURGDORFERI IgM,GIALLA,SÍ,kUA/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 11,79"
14602,ANTICORPI ANTI BORRELIA BURGDORFERI IgM su LIQUOR,LIQUOR CONG.,SÍ,kUA/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 11,79"
1076,ANTICORPI ANTI BP180,GIALLA,SÍ,RU/mL (Relative units),ELISA,Area 'ANALISI',,"€ 28,17"
1075,ANTICORPI ANTI BP230,GIALLA,SÍ,RU/mL (Relative units),ELISA,Area 'ANALISI',,"€ 28,17"
435,ANTICORPI ANTI CANALE DEL CALCIO (SYNLAB),GIALLA,SÍ,,RIP,Area 'SPECIALISTICA GRUPPO',,"€ 158,56"
,N-Type,,,pmol/L,,,,
,PQ-Type,,,pmol/L,,,,
1391,ANTICORPI ANTI CARDIOLIPINA IgG,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 15,72"
1392,ANTICORPI ANTI CARDIOLIPINA IgM,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 15,72"
1355,ANTICORPI ANTI CELLULE PARIETALI (APCA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 10,16"
141,ANTICORPI ANTI CENTROMERO CENP- B,GIALLA,SÍ,A.I. (indice anticorpale),MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 15,40"
2251,ANTICORPI ANTI CHIKUNGUNYA IgM,GIALLA,SÍ,A.I. (indice anticorpale),CLIA,Area 'SPECIALISTICA',,"€ 28,00"
13183,ANTICORPI ANTI CHLAMYDIA PSITTACI IgA (SYNLAB),GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 27,52"
1531,ANTICORPI ANTI CITOMEGALOVIRUS IgG,GIALLA,NO,AU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 8,41"
1533,ANTICORPI ANTI CITOMEGALOVIRUS IgG CONFERMA,GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 22,50"
1532,ANTICORPI ANTI CITOMEGALOVIRUS IgM,GIALLA,NO,AU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 9,61"
1534,ANTICORPI ANTI CITOMEGALOVIRUS IgM CONFERMA,GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 101,23"
1354,ANTICORPI ANTI CITOPLASMA GRANULOCITI NEUTROFILI (ANCA),GIALLA,SÍ,,ELISA,Area 'SPECIALISTICA',,"€ 22,06"
,Ab Anti-Proteinasi 3 (PR3),,,kUR/L,,,,
,Ab Anti-Mieloperossidasi (MPO),,,kUR/L,,,,
13204,ANTICORPI ANTI CLAMIDIA PNEUMONIAE IgA,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
13200,ANTICORPI ANTI CLAMIDIA PNEUMONIAE IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
13201,ANTICORPI ANTI CLAMIDIA PNEUMONIAE IgM,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
1323,ANTICORPI ANTI CLAMIDIA TRACHOMATIS IgA,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
1320,ANTICORPI ANTI CLAMIDIA TRACHOMATIS IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
1319,ANTICORPI ANTI CLAMIDIA TRACHOMATIS IgM,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 12,45"
12659,ANTICORPI ANTI COXSACKIE VIRUS A Ig TOTALI,GIALLA,SÍ,manca sul portale,CFR (FISSAZIONE DEL COMPLEMENTO),Area 'SPECIALISTICA',,"€ 23,59"
126599,ANTICORPI ANTI COXSACKIE VIRUS B Ig TOTALI,GIALLA,SÍ,manca sul portale,CFR (FISSAZIONE DEL COMPLEMENTO),Area 'SPECIALISTICA',,"€ 33,31"
1329,ANTICORPI ANTI CROMATINA (Nucleosoma),GIALLA,SÍ,A.I. (indice anticorpale),MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'ANALISI',,"€ 17,47"
134,ANTICORPI ANTI CUTE,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'ANALISI',,"€ 24,90"
6082,ANTICORPI ANTI EPATITE DELTA IgM,GIALLA,SÍ,manca sul portale,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 41,28"
1073,ANTICORPI ANTI DESMOGLEINA 1,GIALLA,SÍ,RU/mL (Relative units),ELISA,Area 'SPECIALISTICA',,"€ 28,17"
1074,ANTICORPI ANTI DESMOGLEINA 3,GIALLA,SÍ,RU/mL (Relative units),ELISA,Area 'SPECIALISTICA',,"€ 28,17"
13209,ANTICORPI ANTI DIFTERITE IgG,GIALLA,SÍ,kU/L,ELISA,Area 'ANALISI',,"€ 43,90"
6228,ANTICORPI ANTI DNA NATIVO QUANTITATIVO,GIALLA,SÍ,kU/L,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 11,79"
1065,ANTICORPI ANTI DNASI B,GIALLA,SÍ,kU/L,NEFELOMETRIA,Area 'SPECIALISTICA',,"€ 11,69"
1158,ANTICORPI ANTI ECHINOCOCCO IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 21,95"
12649,ANTICORPI ANTI ECHO VIRUS NEUROTROPI Ig TOTALI,GIALLA,SÍ,manca sul portale,CFR (FISSAZIONE DEL COMPLEMENTO),Area 'SPECIALISTICA',,"€ 23,15"
126499,ANTICORPI ANTI ECHO VIRUS PNEUMOTROPI Ig TOTALI,GIALLA,SÍ,manca sul portale,CFR (FISSAZIONE DEL COMPLEMENTO),Area 'SPECIALISTICA',,"€ 23,59"
154,ANTICORPI ANTI ENDOMISIO IgA (EMA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 13,54"
1541,ANTICORPI ANTI ENDOMISIO IgG,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 13,54"
8983,ANTICORPI ANTI EPARINA (PF4) (SYNLAB),non c'è su vademecum,,,,Area 'SPECIALISTICA GRUPPO',,"€ 84,42"
6083,ANTICORPI ANTI EPATITE E IgG,,,,,Area 'SPECIALISTICA',,"€ 30,00"
1902,ANTICORPI ANTI EPATITE E IgM,,,,,Area 'SPECIALISTICA',,"€ 30,00"
1071,ANTICORPI ANTI EPSTEIN BARR VCA IgG,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 13,54"
10710,ANTICORPI ANTI EPSTEIN BARR VCA IgM,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 13,54"
10701,ANTICORPI ANTI EPSTEIN BARR VIRUS (EBNA) IgG,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 13,54"
1072,ANTICORPI ANTI EPSTEIN BARR VIRUS EA EARLY IgG,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 13,54"
1242,ANTICORPI ANTI FATTORE INTRINSECO,GIALLA,SÍ,RU/mL (Relative units),ELISA,Area 'SPECIALISTICA',,"€ 28,17"
1680,ANTICORPI ANTI GANGLIOSIDI - Profilo completo IgG,GIALLA,SÍ,manca sul portale,IMMUNODOT,Area 'SPECIALISTICA',,"€ 67,49"
,Anti-Sulfatide,,,,,,,
,Anti-GM1,,,,,,,
,Anti-GM2,,,,,,,
,Anti-GM3,,,,,,,
,Anti-GM4,,,,,,,
,Anti-GD1a,,,,,,,
,Anti-GD1b,,,,,,,
,Anti-GD2,,,,,,,
,Anti-GD3,,,,,,,
,Anti-GT1a,,,,,,,
,Anti-GT1b,,,,,,,
,Anti-GQ1b,,,,,,,
Codice Analisi,Descrizione,,,,,Regola,,Importo
1681,ANTICORPI ANTI GANGLIOSIDI - Profilo completo IgM,GIALLA,SÍ,manca sul portale,IMMUNODOT,Area 'SPECIALISTICA',,"€ 67,49"
,Anti-Sulfatide,,,,,,,
,Anti-GM1,,,,,,,
,Anti-GM2,,,,,,,
,Anti-GM3,,,,,,,
,Anti-GM4,,,,,,,
,Anti-GD1a,,,,,,,
,Anti-GD1b,,,,,,,
,Anti-GD2,,,,,,,
,Anti-GD3,,,,,,,
,Anti-GT1a,,,,,,,
,Anti-GT1b,,,,,,,
,Anti-GQ1b,,,,,,,
149,ANTICORPI ANTI GHIANDOLE SALIVARI (SYNLAB),GIALLA,Sì,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 42,70"
1112,ANTICORPI ANTI GLIADINA DEAMIDATA IgA,,,,,Area 'ANALISI',,"€ 11,79"
111,ANTICORPI ANTI GLIADINA DEAMIDATA IgG,,,,,Area 'ANALISI',,"€ 11,79"
1183,ANTICORPI ANTI GLIADINA IgA,,,,,Area 'SPECIALISTICA',,"€ 12,34"
1184,ANTICORPI ANTI GLIADINA IgG,,,,,Area 'SPECIALISTICA',,"€ 12,34"
432,ANTICORPI ANTI HAEMOPHILUS INFLUENZAE B,GIALLA,SÍ,mg/L,ELISA,Area 'SPECIALISTICA',,"€ 13,76"
148,ANTICORPI ANTI HELICOBACTER PYLORI IgG,GIALLA,SÍ,kU/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 11,25"
1563,ANTICORPI ANTI HERPES 1-2 IgM,,,,,Area 'ANALISI',,"€ 9,61"
399,ANTICORPI ANTI HERPES 6 (HHV6) IgG,GIALLA,SÍ,Index,CLIA,Area 'SPECIALISTICA',,"€ 18,35"
156,ANTICORPI ANTI HERPES Tipo 1 IgG,,,,,Area 'ANALISI',,"€ 9,61"
1560,ANTICORPI ANTI HERPES Tipo 2 IgG,,,,,Area 'ANALISI',,"€ 9,61"
1565,ANTICORPI ANTI HERPES Tipo 8 IgG (SYNLAB),GIALLA,SÍ,TITOLO,FIA,Area 'SPECIALISTICA GRUPPO',,"€ 31,45"
1670,ANTICORPI ANTI HIV 1-2,GIALLA,Sì,manca sul portale,CMIA,Area 'ANALISI',,"€ 10,16"
2675,ANTICORPI ANTI HTLV I/II per screening,GIALLA,SÍ,manca sul portale,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 32,66"
125,ANTICORPI ANTI INSULA PANCREATICA (ICA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 31,67"
844,ANTICORPI ANTI INTERFERONE 1 (SYNLAB),GIALLA,SÍ,manca sul portale,EIDA (ENZYME IMMUNO DOT ASSAY),Area 'SPECIALISTICA GRUPPO',,"€ 67,49"
498,ANTICORPI ANTI ISTONI,GIALLA,SÍ,U. A.,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 89,76"
1125,ANTICORPI ANTI LATTOFERRINA (SYNLAB),GIALLA,SÍ,manca sul portale,EIA,Area 'SPECIALISTICA GRUPPO',,"€ 33,75"
8976,ANTICORPI ANTI LDL OSSIDATE,GIALLA CONG.,SÍ,kU/L,ELISA,Area 'SPECIALISTICA',,"€ 36,40"
1321,"ANTICORPI ANTI LEGIONELLA PNEUMOPHILA
(IgG+IgM) (Sierogruppi 1-6)",GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 38,66"
2158,ANTICORPI ANTI LEGIONELLA PNEUMOPHILA IgM,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 26,43"
1219,ANTICORPI ANTI LEPTOSPIRA INTERROGANS IgM,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 33,97"
122,ANTICORPI ANTI LISTERIA IgG,GIALLA,SÍ,Index,ELISA,Area 'SPECIALISTICA',,"€ 20,21"
1584,ANTICORPI ANTI MAG (Glicoproteina mielina associata),GIALLA,SÍ,BTU,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 44,89"
469,ANTICORPI ANTI MALARIA IgG e IgM,GIALLA,SÍ,U. A.,ELISA,Area 'SPECIALISTICA',,"€ 16,93"
138,ANTICORPI ANTI MEMBRANA BASALE DEL GLOMERULO,GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 20,21"
2343,ANTICORPI ANTI MICOPLASMA PNEUMONIAE IgA,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 11,79"
1600,ANTICORPI ANTI MICOPLASMA PNEUMONIAE IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 11,79"
1601,ANTICORPI ANTI MICOPLASMA PNEUMONIAE IgM,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 11,79"
1350,ANTICORPI ANTI MICROSOMA LKM,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 10,16"
1364,ANTICORPI ANTI MIELOPEROSSIDASI (MPO),GIALLA,SÍ,kUR/L,ELISA,Area 'SPECIALISTICA',,"€ 20,21"
135,ANTICORPI ANTI MITOCONDRI (AMA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 10,70"
159,ANTICORPI ANTI MORBILLO IgG,GIALLA,NO,,,Area 'ANALISI',,"€ 10,70"
1590,ANTICORPI ANTI MORBILLO IgM,GIALLA,SÍ,Index,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 10,70"
136,ANTICORPI ANTI MUSCOLO LISCIO (ASMA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 8,95"
1360,ANTICORPI ANTI MUSCOLO STRIATO,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 31,89"
6235,ANTICORPI ANTI MUSK,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 57,88"
2299R,ANTICORPI ANTI NUCLEO (ANA) REFLEX,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 25,00"
337,ANTICORPI ANTI P RIBOSOMA,GIALLA,SÍ,A.I.,MULTIPLEX FLUSSO IMMUNOMETRICO (MFI),Area 'SPECIALISTICA',,"€ 20,21"
162,ANTICORPI ANTI PAROTITE IgG,,,,,Area 'ANALISI',,"€ 10,70"
1620,ANTICORPI ANTI PAROTITE IgM,,,,,Area 'ANALISI',,"€ 10,70"
1571,ANTICORPI ANTI PARVOVIRUS B19 IgG,GIALLA,SÍ,kUI/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 12,45"
1572,ANTICORPI ANTI PARVOVIRUS B19 IgM,GIALLA,SÍ,Indice,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 12,45"
1109,ANTICORPI ANTI PCNA,GIALLA,SÍ,kU/L,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 13,54"
1631,ANTICORPI ANTI PERTOSSE IgA,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 11,25"
163,ANTICORPI ANTI PERTOSSE IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 11,25"
1630,ANTICORPI ANTI PERTOSSE IgM,GIALLA,NO,,ELISA,Area 'ANALISI',,"€ 11,25"
150,ANTICORPI ANTI PIASTRINE,GIALLA,SÍ,manca sul portale,ELISA,Area 'SPECIALISTICA',,"€ 168,06"
,HLA Classe I (anticorpi),,,,,,,
,Glicoproteina IV (anticorpi),,,,,,,
,Glicoproteina Ib/IX (anticorpi),,,,,,,
,Glicoproteina Ia/IIa (anticorpi),,,,,,,
,Glicoproteina IIb/IIIa (anticorpi),,,,,,,
13215,ANTICORPI ANTI PNEUMOCOCCO IgG,GIALLA,SÍ,Index,ELISA,Area 'SPECIALISTICA',,"€ 25,00"
1365,ANTICORPI ANTI PROTEINASI 3 (PR3),GIALLA,SÍ,kUR/L,ELISA,Area 'SPECIALISTICA',,"€ 20,21"
13213,ANTICORPI ANTI RABBIA (SYNLAB),GIALLA,SÍ,UI/ml,NT,Area 'SPECIALISTICA GRUPPO',,"€ 32,10"
1228,ANTICORPI ANTI RECETTORI INSULINA IgA (SYNLAB),non c'è su vademecum,,,,Area 'SPECIALISTICA GRUPPO',,"€ 22,50"
1233,ANTICORPI ANTI RECETTORI INSULINA IgG (SYNLAB),non c'è su vademecum,,,,Area 'SPECIALISTICA GRUPPO',,"€ 22,50"
6516,ANTICORPI ANTI RECETTORI TSH (TRAB),GIALLA,SÍ,IU/L,CMIA,Area 'ANALISI',,"€ 23,59"
128,ANTICORPI ANTI RETICOLINA IgA,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'ANALISI',,"€ 30,69"
11601,ANTICORPI ANTI ROSOLIA IgG (Rubeo),GIALLA,SÍ,kUI/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 8,41"
11602,ANTICORPI ANTI ROSOLIA IgM (Rubeo),GIALLA,SÍ,kUA/L,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 8,41"
8923,ANTICORPI ANTI S. CEREVISIAE (ASCA) IgA,GIALLA,SÍ,UR/ml,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 22,71"
8922,ANTICORPI ANTI S. CEREVISIAE (ASCA) IgG,GIALLA,SÍ,UR/ml,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 23,37"
116,ANTICORPI ANTI SCHISTOSOMA MANSONI IgG,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 23,59"
832,ANTICORPI ANTI SPERMATOZOI (ASA),GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'ANALISI',,"€ 24,90"
8880,ANTICORPI ANTI TBE IgG,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 40,40"
8882,ANTICORPI ANTI TBE IgM,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 40,40"
144,ANTICORPI ANTI TETANO IgG,GIALLA,NO,,ELISA,Area 'ANALISI',,"€ 23,59"
1373,ANTICORPI ANTI TIREOGLOBULINA,GIALLA,NO,IU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 12,89"
1372,ANTICORPI ANTI TIREOPEROSSIDASI,GIALLA,NO,IU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 12,89"
1164,ANTICORPI ANTI TITINA (SYNLAB),GIALLA,SÍ,Ratio,EIA,Area 'SPECIALISTICA GRUPPO',,"€ 33,75"
13216,ANTICORPI ANTI TOXOCARA CANIS IgG,GIALLA,SÍ,NTU,IMMUNOENZIMATICO,Area 'SPECIALISTICA',,"€ 39,43"
427,ANTICORPI ANTI TOXOPLASMA GONDII IgA,GIALLA,SÍ,Index,ELISA,Area 'ANALISI',,"€ 28,17"
11801,ANTICORPI ANTI TOXOPLASMA GONDII IgG,GIALLA,NO,IU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 8,41"
11802,ANTICORPI ANTI TOXOPLASMA GONDII IgM,GIALLA,NO,AU/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 8,41"
1905,ANTICORPI ANTI TRANSGLUTAMINASI (IgA o IgG) REFLEX (CELIACHIA REFLEX),,,,,Area 'ANALISI',,"€ 24,02"
155,ANTICORPI ANTI TRANSGLUTAMINASI IgA,,,,,Area 'ANALISI',,"€ 19,12"
1559,ANTICORPI ANTI TRANSGLUTAMINASI IgG,,,,,Area 'ANALISI',,"€ 19,12"
Codice Analisi,Descrizione,,,,,Regola,,Importo
1553,ANTICORPI ANTI TREPONEMA IgG (IB),GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 67,49"
,Anti TP 47 KDa,,,,,,,
,Anti TP 45 KDa (tmpA),,,,,,,
,Anti TP 17 KDa,,,,,,,
,Anti TP 15 KDa,,,,,,,
1554,ANTICORPI ANTI TREPONEMA IgM (IB),GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA',,"€ 67,49"
,Anti TP 47 KDa,,,,,,,
,Anti TP 45 KDa (tmpA),,,,,,,
,Anti TP 17 KDa,,,,,,,
,Anti TP 15 KDa,,,,,,,
113,ANTICORPI ANTI TREPONEMA PALLIDUM IgG,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 19,66"
114,ANTICORPI ANTI TREPONEMA PALLIDUM IgM,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 20,97"
,ANTICORPI ANTI-TROPONEMA PALLIDUM NS.,GIALLA,NO,S/CO,CLIA,,,
472,ANTICORPI ANTI TRICHINELLA IgG (SYNLAB),GIALLA,SÍ,UI/ml,EIA,Area 'SPECIALISTICA GRUPPO',,"€ 18,35"
1269,ANTICORPI ANTI VARICELLA IgA,GIALLA,SÍ,NTU,IMMUNOENZIMATICO,Area 'ANALISI',,"€ 10,70"
164,ANTICORPI ANTI VARICELLA IgG,GIALLA,NO,,ELISA,Area 'ANALISI',,"€ 10,70"
1640,ANTICORPI ANTI VARICELLA IgM,GIALLA,SÍ,Index,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 10,70"
6081,ANTICORPI ANTI VIRUS EPATITE DELTA,GIALLA,SÍ,manca sul portale,IMMUNOENZIMATICO,Area 'ANALISI',,"€ 52,42"
1157,ANTICORPI ANTI VIRUS RESPIRATORIO SINCIZIALE (RSV) IgA,GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 9,29"
1156,"
ANTICORPI ANTI VIRUS RESPIRATORIO SINCIZIALE (RSV) IgG",GIALLA,SÍ,NTU,ELISA,Area 'ANALISI',,"€ 9,29"
6203,ANTICORPI ANTI WEST NILE IgG,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 33,00"
6204,ANTICORPI ANTI WEST NILE IgM,GIALLA,SÍ,A.I.,CHEMILUMINESCENZA,Area 'SPECIALISTICA',,"€ 35,00"
1268,ANTICORPI ANTI Zn-T8,GIALLA,SÍ,U/ml,ELISA,Area 'SPECIALISTICA',,"€ 84,42"
392,ANTICORPI ANTI-21 IDROSSILASI (SYNLAB),GIALLA CONG.,SÍ,Ratio,RIP,Area 'SPECIALISTICA GRUPPO',,"€ 53,84"
1635,ANTICORPI ANTI-ACQUAPORINA- 4 IgG,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 55,00"
1049,ANTICORPI ANTI-CANDIDA ALBICANS IgA,GIALLA,SÍ,NTU,ELISA,Area 'SPECIALISTICA',,"€ 13,76"
1050,ANTICORPI ANTI-CANDIDA ALBICANS IgG,GIALLA,SÍ,NTU,ELISA,Area 'SPECIALISTICA',,"€ 13,76"
1048,ANTICORPI ANTI-CANDIDA ALBICANS IgM,GIALLA,SÍ,NTU,ELISA,Area 'SPECIALISTICA',,"€ 13,76"
2250,ANTICORPI ANTI-CHIKUNGUNYA IgG,GIALLA,SÍ,A.I.,CLIA,Area 'SPECIALISTICA',,"€ 25,00"
4830,ANTICORPI ANTI-CISTICERCOSI (Tenia Solium) TEST DI CONFERMA (SYNLAB),GIALLA,SÍ,manca sul portale,IMMUNOBLOTTING,Area 'SPECIALISTICA GRUPPO',,"€ 82,45"
395,ANTICORPI ANTI-CITRULLINA IgG,GIALLA,SÍ,U/ml,CHEMILUMINESCENZA,Area 'ANALISI',,"€ 32,66"
609,ANTICORPI ANTI-CORE VIRUS  B  (HBcAb IgM) (Markers Epatite B),GIALLA,SÍ,manca sul portale,CMIA,Area 'ANALISI',,"€ 10,16"
604,ANTICORPI ANTI-CORE VIRUS B  (HBcAb Totali) (Markers Epatite B),GIALLA,NO,,ELISA,Area 'ANALISI',,"€ 9,61"
892,ANTICORPI ANTI-COXSACKIE VIRUS (B1 B2 B3 B4 B5 B6) IgG,GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 56,24"
,Coxsackie virus B1 IgG,,,,,,,
,Coxsackie virus B2 IgG,,,,,,,
,Coxsackie virus B3 IgG,,,,,,,
,Coxsackie virus B4 IgG,,,,,,,
,Coxsackie virus B5 IgG,,,,,,,
,Coxsackie virus B6 IgG,,,,,,,
8920,"
ANTICORPI ANTI-COXSACKIE VIRUS (B1 B2 B3 B4 B5 B6) IgM",GIALLA,SÍ,manca sul portale,MICROSCOPIA IN FLUORESCENZA,Area 'SPECIALISTICA',,"€ 48,05"
,Coxsackie virus B1 IgG,,,,,,,
,Coxsackie virus B2 IgG,,,,,,,
,Coxsackie virus B3 IgG,,,,,,,
,Coxsackie virus B4 IgG,,,,,,,
,Coxsackie virus B5 IgG,,,,,,,
,Coxsackie virus B6 IgG,,,,,,,
